corpName,creditCode,companyType,periodCode,evaGrade,doScore
中铁五局集团有限公司,91520000214400165L,施工,,A,91.5
湖南省金达工程建设有限公司,91430000707292107A,施工,,A,88
中阳建设集团有限公司,9136100075675307XB,施工,,A,89.5
中交一公局第三工程有限公司,91110000102400689N,施工,,AA,96.17
贵阳电气控制设备有限公司,9.15201E+17,施工,,AA,98
四川省公路规划勘察设计研究院有限公司,9.151E+17,设计,,A,92
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,98.38
湘西宏通工程建设有限公司,91433100MA4L6LGEXN,设计,,B,84
华杰工程咨询有限公司,91110105625900914T,设计,,A,88.5
贵州省公路勘察设计院有限公司,9.15201E+17,设计,,A,88.79
中铁工程设计咨询集团有限公司,91110000764205727U,设计,,A,89
江苏省科佳设计集团股份有限公司,91320200750011833W,设计,,A,94.37
安徽建工集团股份有限公司,91340300711790416H,施工,,A,92.25
中交第一公路勘察设计研究院有限公司,9.161E+17,施工,,A,93.8
江苏国强镀锌实业有限公司,91320481703622981W,施工,,A,90.33
江苏纬信工程咨询有限公司,91320000607900996M,设计,,A,94.19
徐州市交通规划设计研究院,91320300739416098C,设计,,AA,97.33
镇江市交通规划设计院有限公司,91321100MA1MFMKE2D,设计,,A,94.5
上海市政工程设计研究总院（集团）有限公司,9.131E+17,设计,,A,93.54
江苏森尚设计有限公司,91320211MA1MD4WK8L,设计,,A,91.11
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,97.91
中铁建苏州设计研究院有限公司,9.13205E+17,设计,,A,93.33
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,99
江西省公路科研设计院有限公司,91360000MA35K5PA07,设计,,AA,98.84
中交第四航务工程勘察设计院有限公司,91440101190519558G,设计,,AA,100
上海市政工程设计研究总院（集团）有限公司,9.131E+17,设计,,A,93.54
镇江市交通规划设计院有限公司,91321100MA1MFMKE2D,设计,,A,94.5
徐州市交通规划设计研究院,91320300739416098C,设计,,AA,97.33
江苏纬信工程咨询有限公司,91320000607900996M,设计,,A,94.19
江苏国强镀锌实业有限公司,91320481703622981W,施工,,A,90.33
中交第一公路勘察设计研究院有限公司,9.161E+17,施工,,A,93.8
安徽建工集团股份有限公司,91340300711790416H,施工,,A,92.25
苏交科集团股份有限公司,91320000741339087U,设计,,AA,95.45
山东省公路设计咨询有限公司,9.13701E+17,设计,,B,84
湖南省交通规划勘察设计院有限公司,9.143E+17,设计,,AA,96.27
中交综合规划设计院有限公司,91110105101700225C,设计,,A,92
中交基础设施养护集团有限公司,9.111E+17,设计,,A,87.71
中国华西工程设计建设有限公司,91510000201803520Y,设计,,B,80
厦门中平公路勘察设计院有限公司,91350200705495162B,设计,,B,80
贵州省智恒交通设计院有限公司,91520100666963591C,设计,,A,86
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.1
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,AA,95.24
中铁第四勘察设计院集团有限公司,9.14201E+17,设计,,A,91.5
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,96.33
中国电建集团成都勘测设计研究院有限公司,9.151E+17,设计,,A,91.5
中交二公局第三工程有限公司,91610000221975004Y,施工,,AA,95
安徽皖通科技股份有限公司,91340100711761244Q,施工,,A,91.37
山西四和交通工程有限责任公司,9.114E+17,施工,,A,88.5
江西天丰建设集团有限公司,91360983748540699J,施工,,B,82.5
中交一公局第四工程有限公司,9.14501E+17,施工,,AA,96.83
中交二公局铁路建设有限公司,9161013155696389X6,施工,,A,93
陕西交控交通工程有限公司,91610000220542936X,施工,,A,89.5
辽宁省路桥建设集团有限公司,91210000117578789N,施工,,A,89
山西长达交通设施有限公司,91140000110056494N,施工,,A,88
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.88
郑州市交通规划勘察设计研究院有限公司,91410100416050511K,设计,,A,94
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,95.23
乌兰察布市震舆公路勘察设计有限责任公司,9.11509E+17,设计,,AA,95.87
锡林郭勒盟乾图交通设计有限责任公司,91152500720158201N,设计,,AA,97.41
泰安金桥交通工程有限公司,9137090077102369XH,施工,,A,88
中交一公局集团有限公司,9.111E+17,施工,,AA,97.17
北京通大现代设施技术开发有限责任公司,91110105101732614L,施工,,B,84
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,AA,97.16
中南建设集团有限公司,91430000185021659F,施工,,B,84
广东省交通发展有限公司,91440000190324937W,施工,,B,78.5
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,AA,97.16
北京通大现代设施技术开发有限责任公司,91110105101732614L,施工,,B,84
中交一公局集团有限公司,9.111E+17,施工,,AA,97.17
泰安金桥交通工程有限公司,9137090077102369XH,施工,,A,88
锡林郭勒盟乾图交通设计有限责任公司,91152500720158201N,设计,,AA,97.41
乌兰察布市震舆公路勘察设计有限责任公司,9.11509E+17,设计,,AA,95.87
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,95.23
郑州市交通规划勘察设计研究院有限公司,91410100416050511K,设计,,A,94
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.88
福建省路桥建设集团有限公司,91350100154444157N,施工,,A,91.5
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,97.32
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,95.28
苏交科集团股份有限公司,91320000741339087U,设计,,A,94
内蒙古虹安交通研究院有限公司,91150802676929469D,设计,,A,94
内蒙古科日达路桥设计咨询有限责任公司,9.11508E+17,设计,,AA,98
中国市政工程西北设计研究院有限公司,9.162E+17,设计,,AA,97
海港路桥股份有限公司,9.1331E+17,施工,,AA,95.6
上海远通路桥工程有限公司,91310118631104818B,施工,,AA,100
华杰工程咨询有限公司,91110105625900914T,设计,,A,94
天津市政工程设计研究总院有限公司,91120101401203300M,设计,,A,92
山西长达交通设施有限公司,91140000110056494N,施工,,A,88
贵州路桥集团有限公司,91520000214414348U,施工,,AA,95.96
辽宁大通公路工程有限公司,91210000701797745G,施工,,A,87.33
沈阳市公路建设股份有限公司,91210100001598315E,施工,,B,77.5
湖南路桥建设集团有限责任公司,91430000183763763N,施工,,A,91
山西隆坤路桥工程有限公司,91140400746011718W,施工,,A,86
广西路桥工程集团有限公司,91450000198227242F,施工,,A,87.33
中交路桥华南工程有限公司,91442000736168260Y,施工,,A,85.67
广东省交通发展有限公司,91440000190324937W,施工,,B,78.5
贵州宏阳公路交通设施有限公司,91520100780179389H,施工,,AA,98
中铁十八局集团有限公司,9112000010306009X2,施工,,A,90.5
江苏安防科技有限公司,91320000134859312Y,施工,,AA,98
青海康讯交通工程有限公司,91630000091628759J,施工,,A,89.5
贵州省公路工程集团有限公司,91520000214415201K,施工,,AA,97.02
中铁广州工程局集团第三工程有限公司,9.14412E+17,施工,,B,75.17
中交基础设施养护集团有限公司,9.111E+17,施工,,AA,95.5
浙江高信技术股份有限公司,91330000765209674T,施工,,AA,98
中交路桥建设有限公司,9111000059062789XU,施工,,AA,97.45
黔东南公路建设养护有限公司,91522601709647223J,施工,,A,93
江苏泓益交通工程有限公司,9.13209E+17,施工,,A,87.5
江苏泓益交通工程有限公司,9.13209E+17,施工,,A,87.5
江苏安防科技有限公司,91320000134859312Y,施工,,AA,98
青海康讯交通工程有限公司,91630000091628759J,施工,,A,89.5
贵州省公路工程集团有限公司,91520000214415201K,施工,,AA,97.02
中铁广州工程局集团第三工程有限公司,9.14412E+17,施工,,B,75.17
中交基础设施养护集团有限公司,9.111E+17,施工,,AA,95.5
中铁十八局集团有限公司,9112000010306009X2,施工,,A,90.5
浙江交工宏途交通建设有限公司,9.133E+17,施工,,AA,97.22
浙江高信技术股份有限公司,91330000765209674T,施工,,AA,98
黔东南公路建设养护有限公司,91522601709647223J,施工,,A,93
中交路桥建设有限公司,9111000059062789XU,施工,,AA,97.45
中交路桥华北工程有限公司,9.11103E+17,施工,,A,86.5
金光道环境建设集团有限公司,91360800705767324T,施工,,A,88
中交一公局第五工程有限公司,91110000101700364M,施工,,A,93.67
中铁广州工程局集团有限公司,91440101MA59G0NT5Y,施工,,AA,95.05
北京路桥方舟交通科技发展有限公司,91110109757717548G,施工,,A,95
中铁十六局集团第四工程有限公司,9.111E+17,施工,,A,88
中交第三公路工程局有限公司,9.111E+17,施工,,A,92
陕西汉唐计算机有限责任公司,91610000623736495Y,施工,,A,90.1
中交建筑集团有限公司,9111000010123202XN,施工,,A,93.02
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,97.91
中铁建苏州设计研究院有限公司,9.13205E+17,设计,,A,93.33
江苏省科佳设计集团股份有限公司,91320200750011833W,设计,,A,94.37
浙江数智交院科技股份有限公司,91330000470040234R,设计,,AA,95.83
金华宏创交通工程设计有限公司,91330701077557771Q,设计,,AA,96
广西交通设计集团有限公司,91450000198226573F,设计,,AA,95
中交第二公路勘察设计研究院有限公司,91420100177668591H,设计,,AA,100
苏交科集团股份有限公司,91320000741339087U,设计,,A,90
江西省公路科研设计院有限公司,91360000MA35K5PA07,设计,,AA,98.84
中交第四航务工程勘察设计院有限公司,91440101190519558G,设计,,AA,100
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,99
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.41
中国市政工程中南设计研究总院有限公司,91420100177666879T,设计,,A,93.11
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,100
中铁五局集团有限公司,91520000214400165L,施工,,AA,100
中交通力建设股份有限公司,91610131724928787L,设计,,A,90.97
上海金山公路建设有限公司,91310116134253249E,施工,,AA,99.6
苏交科集团股份有限公司,91320000741339087U,设计,,AA,96.96
腾达建设集团股份有限公司,9133000070469053XT,施工,,AA,98.67
江苏交科交通设计研究院有限公司,9132089113943038X1,设计,,AA,97.09
同济大学建筑设计研究院（集团）有限公司,9131000013328457XD,设计,,A,94.5
中交第一航务工程局有限公司,9.112E+17,施工,,AA,100
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,AA,98.4
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,100
中铁五局集团有限公司,91520000214400165L,施工,,AA,100
中交通力建设股份有限公司,91610131724928787L,设计,,A,90.97
上海金山公路建设有限公司,91310116134253249E,施工,,AA,99.6
苏交科集团股份有限公司,91320000741339087U,设计,,AA,96.96
中国市政工程中南设计研究总院有限公司,91420100177666879T,设计,,A,93.11
中铁第四勘察设计院集团有限公司,9.14201E+17,设计,,AA,99.71
腾达建设集团股份有限公司,9133000070469053XT,施工,,AA,98.67
中铁大桥局集团有限公司,91420100177685789E,施工,,AA,100
江苏交科交通设计研究院有限公司,9132089113943038X1,设计,,AA,97.09
长江勘测规划设计研究有限责任公司,9.14201E+17,设计,,A,94.5
上海建工集团股份有限公司,91310000631189305E,施工,,AA,95.68
中交路桥建设有限公司,9111000059062789XU,施工,,AA,99.5
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,94.37
中铁第五勘察设计院集团有限公司,9111000040000238XD,设计,,AA,96.13
上海市隧道工程轨道交通设计研究院,91310104425001033Y,设计,,A,94.5
中海外交通建设有限公司,91130101746888640R,施工,,A,93.66
上海金山公路建设有限公司,91310116134253249E,施工,,AA,99.6
中交通力建设股份有限公司,91610131724928787L,设计,,A,90.97
中铁五局集团有限公司,91520000214400165L,施工,,AA,100
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,100
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,AA,98.4
中交第一航务工程局有限公司,9.112E+17,施工,,AA,100
同济大学建筑设计研究院（集团）有限公司,9131000013328457XD,设计,,A,94.5
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,AA,95.91
中交第三航务工程局有限公司,91310104132660027E,施工,,AA,98.93
中铁四局集团有限公司,9.134E+17,施工,,AA,99
林同棪国际工程咨询（中国）有限公司,9.15E+17,设计,,A,92.75
中交第二公路勘察设计研究院有限公司,91420100177668591H,设计,,AA,97.4
中国中铁股份有限公司,91110000710935003U,施工,,AA,100
上海奉贤建设发展（集团）有限公司,9.131E+17,施工,,AA,100
北京公科飞达交通工程发展有限公司,9.11101E+17,施工,,A,94.5
山东省路桥集团有限公司,91370000163048885W,施工,,C,60
江苏恒基路桥股份有限公司,9.13204E+17,施工,,AA,96.4
上海市政工程设计研究总院（集团）有限公司,9.131E+17,设计,,AA,100
上海瑞桥土木工程咨询有限公司,91310117756993436K,设计,,AA,100
江苏兴路交通工程有限公司,91320600138317203Q,施工,,A,94.5
江阴市青舜交通设施工程有限公司,91320281724195982Y,施工,,A,90.7
上海隧道工程有限公司,91310104398689820Y,施工,,AA,99.51
中交一公局第七工程有限公司,91410122MA44FCDF8N,施工,,A,93.0529
盐城市公路工程有限责任公司,9.13209E+17,施工,,A,94.5
上海市城市建设设计研究总院（集团）有限公司,91310101425004437C,设计,,AA,100
江苏兴路交通工程有限公司,91320600138317203Q,施工,,A,94.5
上海瑞桥土木工程咨询有限公司,91310117756993436K,设计,,AA,100
北京公科飞达交通工程发展有限公司,9.11101E+17,施工,,A,94.5
江苏恒基路桥股份有限公司,9.13204E+17,施工,,AA,96.4
山东省路桥集团有限公司,91370000163048885W,施工,,C,60
上海市政工程设计研究总院（集团）有限公司,9.131E+17,设计,,AA,100
上海市隧道工程轨道交通设计研究院,91310104425001033Y,设计,,AA,100
中国华西工程设计建设有限公司,91510000201803520Y,设计,,AA,100
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,100
中铁十二局集团电气化工程有限公司,9.11201E+17,施工,,A,91.3
中铁十四局集团有限公司,9.137E+17,施工,,A,94.5
中交二公局第一工程有限公司,91420102180111380F,施工,,A,94.5
徐州市交通工程总承包有限公司,91320300136409219R,施工,,AA,96.92
中国公路工程咨询集团有限公司,91110000100001916P,设计,,A,94.5
中铁十局集团有限公司,9.137E+17,施工,,A,94.49
浙江交工集团股份有限公司,91330000712561789G,施工,,AA,100
华设设计集团股份有限公司,91320000780270414F,设计,,AA,97.81
上海林同炎李国豪土建工程咨询有限公司,91310000607234575P,设计,,A,94.5
上海公路桥梁（集团）有限公司,91310000132318272U,施工,,AA,99.88
中交二航局第四工程有限公司,9134020755630072XB,施工,,AA,100
中铁二十四局集团有限公司,9.131E+17,施工,,AA,98.64
上海建工集团股份有限公司,91310000631189305E,施工,,AA,95.68
中交路桥建设有限公司,9111000059062789XU,施工,,AA,99.5
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,94.37
中铁第五勘察设计院集团有限公司,9111000040000238XD,设计,,AA,96.13
上海市隧道工程轨道交通设计研究院,91310104425001033Y,设计,,A,94.5
长江勘测规划设计研究有限责任公司,9.14201E+17,设计,,A,94.5
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,A,94.08
中海外交通建设有限公司,91130101746888640R,施工,,A,93.66
中化学交通建设集团有限公司,9.137E+17,施工,,A,93.25
上海城建市政工程（集团）有限公司,9.131E+17,施工,,AA,98.1
苏交科集团股份有限公司,91320000741339087U,设计,,AA,95.91
重庆交通大学工程设计研究院有限公司,9150010873657973XH,设计,,A,94.8
广西交通设计集团有限公司,91450000198226573F,设计,,A,94.8
中国电建集团华东勘测设计研究院有限公司,91330000142920718C,设计,,A,93.22
宁波一格交通设计院有限公司,91330282419690629K,设计,,AA,96
余姚市交通规划设计研究院,91330281713321736Q,设计,,AA,96
浙江中路交通设计有限公司,91330402737795928G,设计,,AA,96
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,AA,96
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,97
杭州市交通规划设计研究院有限公司,9133010047010682XC,设计,,AA,95.39
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,A,94.8
浙江公路水运工程咨询集团有限公司,91330000142934247L,设计,,AA,96.23
中交通力建设股份有限公司,91610131724928787L,设计,,AA,95.65
苏交科集团股份有限公司,91320000741339087U,设计,,AA,95.91
广西交通设计集团有限公司,91450000198226573F,设计,,A,94.8
重庆交通大学工程设计研究院有限公司,9150010873657973XH,设计,,A,94.8
中国电建集团华东勘测设计研究院有限公司,91330000142920718C,设计,,A,93.22
衢州市交通设计有限公司,9133080214775646X4,设计,,AA,96
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.99
浙江科峰工程规划设计研究有限公司,91330800090963088C,设计,,AA,96.36
江苏中设集团股份有限公司,91320200135895905U,设计,,AA,96
四川高路信息科技有限公司,91510000709152503X,施工,,AA,100
江西方兴科技股份有限公司,91360000158299444T,施工,,AA,99.53
广东飞达交通工程有限公司,91440000190369748Q,施工,,AA,100
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.99
衢州市交通设计有限公司,9133080214775646X4,设计,,AA,96
中国电建集团华东勘测设计研究院有限公司,91330000142920718C,设计,,A,93.22
重庆交通大学工程设计研究院有限公司,9150010873657973XH,设计,,A,94.8
广西交通设计集团有限公司,91450000198226573F,设计,,A,94.8
苏交科集团股份有限公司,91320000741339087U,设计,,AA,95.91
中交通力建设股份有限公司,91610131724928787L,设计,,AA,95.65
浙江公路水运工程咨询集团有限公司,91330000142934247L,设计,,AA,96.23
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,A,94.8
杭州市交通规划设计研究院有限公司,9133010047010682XC,设计,,AA,95.39
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,97
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,AA,96
浙江中路交通设计有限公司,91330402737795928G,设计,,AA,96
余姚市交通规划设计研究院,91330281713321736Q,设计,,AA,96
宁波一格交通设计院有限公司,91330282419690629K,设计,,AA,96
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,95.19
中铁十四局集团有限公司,9.137E+17,施工,,A,90.58
中铁十八局集团有限公司,9112000010306009X2,施工,,A,88.79
浙江交工集团股份有限公司,91330000712561789G,施工,,AA,95
中铁十七局集团有限公司,9.114E+17,施工,,A,93.1
中铁四局集团第四工程有限公司,9134010014904479XF,施工,,A,94.91
中铁十一局集团第四工程有限公司,9142010018351357X2,施工,,A,92.96
中交路桥建设有限公司,9111000059062789XU,施工,,A,94.99
中交三公局第二工程有限公司,9.111E+17,施工,,A,89.77
中铁十二局集团第一工程有限公司,91610111113123242G,施工,,A,94.53
天津市交通运输基础设施养护集团有限公司,91120101103199980Q,施工,,A,89.96
中铁十五局集团第二工程有限公司,91310118MA1JLAJ17U,施工,,A,85.78
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,A,91.53
陕西路桥集团有限公司,9.161E+17,施工,,A,94.9
江西省公路工程有限责任公司,91360000491012822J,施工,,A,93.87
中铁十五局集团第五工程有限公司,91120106MA05JHQW9M,施工,,A,94.53
浙江交工集团股份有限公司,91330000712561789G,施工,,AA,95
中铁大桥局集团有限公司,91420100177685789E,施工,,A,94.05
中铁十七局集团有限公司,9.114E+17,施工,,A,93.1
中铁十二局集团有限公司,9.114E+17,施工,,A,90.25
江西省公路桥梁工程有限公司,9.136E+17,施工,,A,94.09
中建路桥集团有限公司,91130000401700454L,施工,,A,91.63
中交二公局第三工程有限公司,91610000221975004Y,施工,,A,93.1
江西赣粤高速公路工程有限责任公司,91360000731942421w,施工,,A,94.29
江西省路桥工程集团有限公司,91360000612447604D,施工,,A,89.58
中铁十一局集团有限公司,91420000179315087R,施工,,AA,95
广州公路工程集团有限公司,91440101190435178U,施工,,A,94.53
北京城建道桥建设集团有限公司,91110000101107974U,施工,,A,94.46
中交一公局集团有限公司,9.111E+17,施工,,A,93.28
中铁十一局集团第二工程有限公司,91420300178861211B,施工,,A,92.49
安徽建工公路桥梁建设集团有限公司,91340000148941069W,施工,,A,87.38
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,A,93.1
江西省路桥工程集团有限公司,91360000612447604D,施工,,A,89.58
青岛公路建设集团有限公司,91370200706410191P,施工,,D,56.17
山西路桥第八工程有限公司,9.11408E+17,施工,,A,92.62
中铁建大桥工程局集团第四工程有限公司,9.12301E+17,施工,,A,87.87
广西路桥工程集团有限公司,91450000198227242F,施工,,A,92.81
湖南路桥建设集团有限责任公司,91430000183763763N,施工,,A,94.25
中铁二十一局集团第三工程有限公司,91610400221704247R,施工,,A,91.23
中交二公局第六工程有限公司,9.161E+17,施工,,A,94.1
大成工程建设集团有限公司,91350200155000670L,施工,,A,94.34
中交一公局厦门工程有限公司,91350200155027398G,施工,,A,94.73
道隧集团工程有限公司,91511681709132131A,施工,,B,78.38
中交建筑集团有限公司,9111000010123202XN,施工,,AA,96.67
中铁二十二局集团有限公司,9111000071092227XH,施工,,A,88.83
黑龙江省北龙交通工程有限公司,9.12301E+17,施工,,A,89.3
天津市交通运输基础设施养护集团有限公司,91120101103199980Q,施工,,AA,97.16
龙建路桥股份有限公司,91230100606102976R,施工,,AA,97
中建海峡建设发展有限公司,91350105154381424A,施工,,A,90
黑龙江省龙建路桥第四工程有限公司,91230102672932847J,施工,,A,92.3
中铁二十局集团有限公司,91610000220523065J,施工,,AA,96
义乌市恒风路桥有限公司,91330782147632504X,施工,,AA,96
中交中南工程局有限公司,91110000766270215N,施工,,AA,95.33
中交第三公路工程局有限公司,9.111E+17,施工,,AA,97.33
天津五市政公路工程有限公司,91120000103071186E,施工,,AA,96
中铁十二局集团有限公司,9.114E+17,施工,,A,92
中国建筑第六工程局有限公司,9.11201E+17,施工,,AA,99
广东冠粤路桥有限公司,91440000231129768U,施工,,A,87
北京市市政一建设工程有限责任公司,91110108101211026H,施工,,A,85.54
中铁上海工程局集团有限公司,91310000566528939E,施工,,AA,95
中铁四局集团有限公司,9.134E+17,施工,,AA,96
天津市雍阳公路工程集团有限公司,9.11202E+17,施工,,AA,97
石家庄泛安科技开发有限公司,91130100601001930K,施工,,A,86.24
山东金宇信息科技集团有限公司,9.13701E+17,施工,,A,93.33
天津城建集团有限公司,9.112E+17,施工,,A,91.67
中交中南工程局有限公司,91110000766270215N,施工,,AA,95.33
义乌市恒风路桥有限公司,91330782147632504X,施工,,AA,96
中铁二十局集团有限公司,91610000220523065J,施工,,AA,96
黑龙江省龙建路桥第四工程有限公司,91230102672932847J,施工,,A,92.3
中建海峡建设发展有限公司,91350105154381424A,施工,,A,90
龙建路桥股份有限公司,91230100606102976R,施工,,AA,97
天津市交通运输基础设施养护集团有限公司,91120101103199980Q,施工,,AA,97.16
苏交科集团股份有限公司,91320000741339087U,设计,,A,89
沈阳公路建设有限公司,91210114117779732N,施工,,A,91.18
中咨泰克交通工程集团有限公司,9.11101E+17,施工,,A,93.33
中铁十四局集团第三工程有限公司,91370882166086123X,施工,,A,86.95
桂林市交运勘察设计有限公司,9.14503E+17,设计,,A,95
贵州省交通规划勘察设计研究院股份有限公司,91520000067700001A,设计,,AA,95
山东省高速养护集团有限公司,91370000267171458P,施工,,AA,95.1
江西中煤建设集团有限公司,91360000727776803R,施工,,A,92.22
山东科达基建有限公司,91370500MA3CAFDD8W,施工,,AA,95.29
青岛交建集团有限公司,91370212790831895N,施工,,B,84.6
青建集团股份公司,9.13702E+17,施工,,B,83.66
广西交通设计集团有限公司,91450000198226573F,设计,,AA,98.51
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,94.36
北京市市政一建设工程有限责任公司,91110108101211026H,施工,,A,85.54
黑龙江省北龙交通工程有限公司,9.12301E+17,施工,,A,89.3
山西路桥第八工程有限公司,9.11408E+17,施工,,A,88.36
烟台市诚信交通设施有限公司,9.13706E+17,施工,,A,92.78
安徽开源路桥有限责任公司,91340000704988520X,施工,,AA,96
核工业西南建设集团有限公司,9151000071609310XT,施工,,AA,98
江苏中路交通发展有限公司,91320211703503720N,施工,,A,91
山东金宇信息科技集团有限公司,9.13701E+17,施工,,A,93.33
中铁四局集团有限公司,9.134E+17,施工,,AA,96
天津市雍阳公路工程集团有限公司,9.11202E+17,施工,,AA,97
石家庄泛安科技开发有限公司,91130100601001930K,施工,,A,86.24
中铁上海工程局集团有限公司,91310000566528939E,施工,,AA,95
天津城建集团有限公司,9.112E+17,施工,,A,91.67
天津市高速公路科技发展有限公司,91120116718208871P,施工,,AA,97.33
中交三公局第二工程有限公司,9.111E+17,施工,,A,89.36
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,99.5
中交路桥建设有限公司,9111000059062789XU,施工,,AA,95.33
北京市政路桥股份有限公司,91110000101126390P,施工,,A,93.14
中交路桥建设有限公司,9111000059062789XU,施工,,AA,99.02
安徽建工建设投资集团有限公司,91340000148955807J,施工,,B,82.65
中交路桥北方工程有限公司,91110302779505642X,施工,,AA,96.93
中交路桥建设有限公司,9111000059062789XU,施工,,AA,99.02
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,99.5
中交路桥建设有限公司,9111000059062789XU,施工,,AA,95.33
北京市政路桥股份有限公司,91110000101126390P,施工,,A,93.14
中交三公局第二工程有限公司,9.111E+17,施工,,A,89.36
安徽建工建设投资集团有限公司,91340000148955807J,施工,,B,82.65
中铁十五局集团有限公司,9.131E+17,施工,,A,88.36
江苏东方交通工程有限公司,91320925703877861U,施工,,B,84.6
中铁二十三局集团有限公司,91510100740338242L,施工,,A,94.26
河南省路桥建设集团有限公司,91411400731303232H,施工,,AA,95
江苏省交通工程集团有限公司,91320000134759848E,施工,,A,87.39
山东沂蒙交投公路工程有限公司,91371300168261781P,施工,,AA,95.17
中铁广州工程局集团有限公司,91440101MA59G0NT5Y,施工,,B,75.59
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,A,90.69
保利长大工程有限公司,9.144E+17,施工,,B,80.89
河南省光大路桥工程有限公司,91410900663416816J,施工,,A,85.54
河南省第一公路工程有限公司,9.14101E+17,施工,,B,84.41
中铁北京工程局集团第一工程有限公司,9161050222219033X4,施工,,AA,96
中铁二十四局集团有限公司,9.131E+17,施工,,A,88.04
中化学交通建设集团有限公司,9.137E+17,施工,,B,81.47
中咨泰克交通工程集团有限公司,9.11101E+17,施工,,AA,98
中铁一局集团有限公司,91610000220522345A,施工,,AA,96
江苏金阳交通工程有限公司,91320925739580357R,施工,,A,86.48
中建交通建设集团有限公司,91110000681200816F,施工,,AA,98
济南城建集团有限公司,91370100163152498L,施工,,A,89.3
中交建筑集团有限公司,9111000010123202XN,施工,,A,87.42
中交一公局集团有限公司,9.111E+17,施工,,AA,98.67
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,AA,99
张家港华夏慧通交通工程有限公司,91320582302212877N,施工,,A,85.54
中铁十一局集团有限公司,91420000179315087R,施工,,AA,96
中交一公局第六工程有限公司,9.11201E+17,施工,,A,90
山东泰和公路工程有限公司,9.13703E+17,施工,,AA,97.07
中铁十四局集团有限公司,9.137E+17,施工,,AA,98
中铁二十三局集团有限公司,91510100740338242L,施工,,A,89.3
江苏交科交通设计研究院有限公司,9132089113943038X1,设计,,AA,95
山东泰东公路工程有限公司,9.13712E+17,施工,,AA,96.02
中交水运规划设计院有限公司,91110000400007594G,设计,,AA,100
青岛交科建设集团有限公司,9.13702E+17,施工,,A,93
天津市政工程设计研究总院有限公司,91120101401203300M,设计,,AA,98.52
苏交科集团股份有限公司,91320000741339087U,设计,,A,89
广西路佳道桥勘察设计有限公司,9.14503E+17,设计,,A,94.72
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,94.36
江西中煤建设集团有限公司,91360000727776803R,施工,,A,92.22
青建集团股份公司,9.13702E+17,施工,,B,83.66
青岛交建集团有限公司,91370212790831895N,施工,,B,84.6
山东科达基建有限公司,91370500MA3CAFDD8W,施工,,AA,95.29
中铁二十三局集团第一工程有限公司,9.13711E+17,施工,,A,91.18
广西交建工程建设集团有限公司,91450000742076899B,施工,,AA,96.57
保利长大工程有限公司,9.144E+17,施工,,AA,98
山东奥邦交通设施工程有限公司,91371425743363259F,施工,,AA,95.62
临沂市政集团有限公司,9.13713E+17,施工,,A,91
